"COUNTRY"	"COUNTRYCODE"	"ITEM"	"ELEMENT"	"YEAR"	"VALUE"
"Latvia"	119	"Roundwood"	"Import Quantity"	2010	438237
"Latvia"	119	"Roundwood"	"Import Value"	2010	25471
"Latvia"	119	"Roundwood"	"Production"	2010	12533818
"Latvia"	119	"Wood Fuel"	"Export Quantity"	2010	1329094
"Latvia"	119	"Wood Fuel"	"Export Value"	2010	65557
"Latvia"	119	"Wood Fuel"	"Import Quantity"	2010	1630
"Latvia"	119	"Wood Fuel"	"Import Value"	2010	225
"Latvia"	119	"Wood Fuel"	"Production"	2010	2312000
"Lebanon"	121	"Industrial Roundwood"	"Export Quantity"	2010	6499
"Lebanon"	121	"Industrial Roundwood"	"Export Value"	2010	589
"Lebanon"	121	"Industrial Roundwood"	"Import Quantity"	2010	81195
"Lebanon"	121	"Industrial Roundwood"	"Import Value"	2010	5184
"Lebanon"	121	"Industrial Roundwood"	"Production"	2010	7150
"Lebanon"	121	"Roundwood"	"Export Quantity"	2010	6499
"Lebanon"	121	"Roundwood"	"Export Value"	2010	589
"Lebanon"	121	"Roundwood"	"Import Quantity"	2010	82789
"Lebanon"	121	"Roundwood"	"Import Value"	2010	5376
"Lebanon"	121	"Roundwood"	"Production"	2010	26016
"Lebanon"	121	"Wood Fuel"	"Export Quantity"	2010	0
"Lebanon"	121	"Wood Fuel"	"Export Value"	2010	0
"Lebanon"	121	"Wood Fuel"	"Import Quantity"	2010	1594
"Lebanon"	121	"Wood Fuel"	"Import Value"	2010	192
"Lebanon"	121	"Wood Fuel"	"Production"	2010	18866
"Lesotho"	122	"Roundwood"	"Import Quantity"	2010	0
"Lesotho"	122	"Roundwood"	"Import Value"	2010	0
"Lesotho"	122	"Roundwood"	"Production"	2010	2091851
"Lesotho"	122	"Wood Fuel"	"Import Quantity"	2010	0
"Lesotho"	122	"Wood Fuel"	"Import Value"	2010	0
"Lesotho"	122	"Wood Fuel"	"Production"	2010	2091851
"Liberia"	123	"Industrial Roundwood"	"Export Quantity"	2010	9178
"Liberia"	123	"Industrial Roundwood"	"Export Value"	2010	3338
"Liberia"	123	"Industrial Roundwood"	"Import Quantity"	2010	1449
"Liberia"	123	"Industrial Roundwood"	"Import Value"	2010	756
"Liberia"	123	"Industrial Roundwood"	"Production"	2010	480000
"Liberia"	123	"Roundwood"	"Export Quantity"	2010	9178
"Liberia"	123	"Roundwood"	"Export Value"	2010	3338
"Liberia"	123	"Roundwood"	"Import Quantity"	2010	1449
"Liberia"	123	"Roundwood"	"Import Value"	2010	756
"Liberia"	123	"Roundwood"	"Production"	2010	7488341
"Liberia"	123	"Wood Fuel"	"Production"	2010	7008341
"Libya"	124	"Industrial Roundwood"	"Export Quantity"	2010	0
"Libya"	124	"Industrial Roundwood"	"Export Value"	2010	0
"Libya"	124	"Industrial Roundwood"	"Import Quantity"	2010	16306
"Libya"	124	"Industrial Roundwood"	"Import Value"	2010	4281
"Libya"	124	"Industrial Roundwood"	"Production"	2010	116000
"Libya"	124	"Roundwood"	"Export Quantity"	2010	0
"Libya"	124	"Roundwood"	"Export Value"	2010	0
"Libya"	124	"Roundwood"	"Import Quantity"	2010	16306
"Libya"	124	"Roundwood"	"Import Value"	2010	4281
"Libya"	124	"Roundwood"	"Production"	2010	1067892
"Libya"	124	"Wood Fuel"	"Import Quantity"	2010	0
"Libya"	124	"Wood Fuel"	"Import Value"	2010	0
"Libya"	124	"Wood Fuel"	"Production"	2010	951892
"Liechtenstein"	125	"Industrial Roundwood"	"Export Quantity"	2010	5000
"Liechtenstein"	125	"Industrial Roundwood"	"Import Quantity"	2010	0
"Liechtenstein"	125	"Industrial Roundwood"	"Production"	2010	9000
"Liechtenstein"	125	"Roundwood"	"Export Quantity"	2010	6000
"Liechtenstein"	125	"Roundwood"	"Import Quantity"	2010	0
"Liechtenstein"	125	"Roundwood"	"Production"	2010	25000
"Liechtenstein"	125	"Wood Fuel"	"Export Quantity"	2010	1000
"Liechtenstein"	125	"Wood Fuel"	"Import Quantity"	2010	0
"Liechtenstein"	125	"Wood Fuel"	"Production"	2010	16000
"Lithuania"	126	"Industrial Roundwood"	"Export Quantity"	2010	1329490
"Lithuania"	126	"Industrial Roundwood"	"Export Value"	2010	91364
"Lithuania"	126	"Industrial Roundwood"	"Import Quantity"	2010	281016
"Lithuania"	126	"Industrial Roundwood"	"Import Value"	2010	18863
"Lithuania"	126	"Industrial Roundwood"	"Production"	2010	5153862
"Lithuania"	126	"Roundwood"	"Export Quantity"	2010	1441955
"Lithuania"	126	"Roundwood"	"Export Value"	2010	103654
"Lithuania"	126	"Roundwood"	"Import Quantity"	2010	332142
"Lithuania"	126	"Roundwood"	"Import Value"	2010	20433
"Lithuania"	126	"Roundwood"	"Production"	2010	7096860
"Lithuania"	126	"Wood Fuel"	"Export Quantity"	2010	112465
"Lithuania"	126	"Wood Fuel"	"Export Value"	2010	12290
"Lithuania"	126	"Wood Fuel"	"Import Quantity"	2010	51126
"Lithuania"	126	"Wood Fuel"	"Import Value"	2010	1570
"Lithuania"	126	"Wood Fuel"	"Production"	2010	1942998
"Luxembourg"	256	"Industrial Roundwood"	"Export Quantity"	2010	89761
"Luxembourg"	256	"Industrial Roundwood"	"Export Value"	2010	30878
"Luxembourg"	256	"Industrial Roundwood"	"Import Quantity"	2010	765118
"Luxembourg"	256	"Industrial Roundwood"	"Import Value"	2010	39328
"Luxembourg"	256	"Industrial Roundwood"	"Production"	2010	258150
"Luxembourg"	256	"Roundwood"	"Export Quantity"	2010	102164
"Luxembourg"	256	"Roundwood"	"Export Value"	2010	33736
"Luxembourg"	256	"Roundwood"	"Import Quantity"	2010	774604
"Luxembourg"	256	"Roundwood"	"Import Value"	2010	40770
"Luxembourg"	256	"Roundwood"	"Production"	2010	274946
"Luxembourg"	256	"Wood Fuel"	"Export Quantity"	2010	12403
"Luxembourg"	256	"Wood Fuel"	"Export Value"	2010	2858
"Luxembourg"	256	"Wood Fuel"	"Import Quantity"	2010	9486
"Luxembourg"	256	"Wood Fuel"	"Import Value"	2010	1442
"Luxembourg"	256	"Wood Fuel"	"Production"	2010	16796
"Madagascar"	129	"Industrial Roundwood"	"Export Quantity"	2010	4103
"Madagascar"	129	"Industrial Roundwood"	"Export Value"	2010	378
"Madagascar"	129	"Industrial Roundwood"	"Import Quantity"	2010	7194
"Madagascar"	129	"Industrial Roundwood"	"Import Value"	2010	753
"Madagascar"	129	"Industrial Roundwood"	"Production"	2010	280911
"Madagascar"	129	"Roundwood"	"Export Quantity"	2010	4103
"Madagascar"	129	"Roundwood"	"Export Value"	2010	378
"Madagascar"	129	"Roundwood"	"Import Quantity"	2010	7194
"Madagascar"	129	"Roundwood"	"Import Value"	2010	753
"Madagascar"	129	"Roundwood"	"Production"	2010	13380911
"Madagascar"	129	"Wood Fuel"	"Production"	2010	13100000
"Malawi"	130	"Industrial Roundwood"	"Export Quantity"	2010	5792
"Malawi"	130	"Industrial Roundwood"	"Export Value"	2010	593
"Malawi"	130	"Industrial Roundwood"	"Import Quantity"	2010	144
"Malawi"	130	"Industrial Roundwood"	"Import Value"	2010	97
"Malawi"	130	"Industrial Roundwood"	"Production"	2010	1400000
"Malawi"	130	"Roundwood"	"Export Quantity"	2010	6796
"Malawi"	130	"Roundwood"	"Export Value"	2010	795
"Malawi"	130	"Roundwood"	"Import Quantity"	2010	146
"Malawi"	130	"Roundwood"	"Import Value"	2010	97
"Malawi"	130	"Roundwood"	"Production"	2010	6805340
"Malawi"	130	"Wood Fuel"	"Export Quantity"	2010	1004
"Malawi"	130	"Wood Fuel"	"Export Value"	2010	202
"Malawi"	130	"Wood Fuel"	"Import Quantity"	2010	2
"Malawi"	130	"Wood Fuel"	"Import Value"	2010	0
"Malawi"	130	"Wood Fuel"	"Production"	2010	5405340
"Malaysia"	131	"Industrial Roundwood"	"Export Quantity"	2010	4517415
"Malaysia"	131	"Industrial Roundwood"	"Export Value"	2010	665990
"Malaysia"	131	"Industrial Roundwood"	"Import Quantity"	2010	95509
"Malaysia"	131	"Industrial Roundwood"	"Import Value"	2010	17562
"Malaysia"	131	"Industrial Roundwood"	"Production"	2010	19303000
"Malaysia"	131	"Roundwood"	"Export Quantity"	2010	4522415
"Malaysia"	131	"Roundwood"	"Export Value"	2010	668050
"Malaysia"	131	"Roundwood"	"Import Quantity"	2010	95639
"Malaysia"	131	"Roundwood"	"Import Value"	2010	17591
"Malaysia"	131	"Roundwood"	"Production"	2010	22113489
"Malaysia"	131	"Wood Fuel"	"Export Quantity"	2010	5000
"Malaysia"	131	"Wood Fuel"	"Export Value"	2010	2060
"Malaysia"	131	"Wood Fuel"	"Import Quantity"	2010	130
"Malaysia"	131	"Wood Fuel"	"Import Value"	2010	29
"Malaysia"	131	"Wood Fuel"	"Production"	2010	2810489
"Maldives"	132	"Industrial Roundwood"	"Import Quantity"	2010	0
"Maldives"	132	"Industrial Roundwood"	"Import Value"	2010	0
"Maldives"	132	"Roundwood"	"Import Quantity"	2010	364
"Maldives"	132	"Roundwood"	"Import Value"	2010	18
"Maldives"	132	"Roundwood"	"Production"	2010	15398
"Maldives"	132	"Wood Fuel"	"Import Quantity"	2010	364
"Maldives"	132	"Wood Fuel"	"Import Value"	2010	18
"Maldives"	132	"Wood Fuel"	"Production"	2010	15398
"Mali"	133	"Industrial Roundwood"	"Export Quantity"	2010	1162
"Mali"	133	"Industrial Roundwood"	"Export Value"	2010	248
"Mali"	133	"Industrial Roundwood"	"Import Quantity"	2010	127
"Mali"	133	"Industrial Roundwood"	"Import Value"	2010	18
"Mali"	133	"Industrial Roundwood"	"Production"	2010	412900
"Mali"	133	"Roundwood"	"Export Quantity"	2010	1528
"Mali"	133	"Roundwood"	"Export Value"	2010	295
"Mali"	133	"Roundwood"	"Import Quantity"	2010	127
"Mali"	133	"Roundwood"	"Import Value"	2010	18
"Mali"	133	"Roundwood"	"Production"	2010	5739248
"Mali"	133	"Wood Fuel"	"Export Quantity"	2010	366
"Mali"	133	"Wood Fuel"	"Export Value"	2010	47
"Mali"	133	"Wood Fuel"	"Import Quantity"	2010	0
"Mali"	133	"Wood Fuel"	"Import Value"	2010	0
"Mali"	133	"Wood Fuel"	"Production"	2010	5326348
"Malta"	134	"Industrial Roundwood"	"Export Quantity"	2010	0
"Malta"	134	"Industrial Roundwood"	"Export Value"	2010	0
"Malta"	134	"Industrial Roundwood"	"Import Quantity"	2010	296
"Malta"	134	"Industrial Roundwood"	"Import Value"	2010	116
"Malta"	134	"Industrial Roundwood"	"Production"	2010	0
"Malta"	134	"Roundwood"	"Export Quantity"	2010	0
"Malta"	134	"Roundwood"	"Export Value"	2010	0
"Malta"	134	"Roundwood"	"Import Quantity"	2010	321
"Malta"	134	"Roundwood"	"Import Value"	2010	175
"Malta"	134	"Roundwood"	"Production"	2010	0
"Malta"	134	"Wood Fuel"	"Export Quantity"	2010	0
"Malta"	134	"Wood Fuel"	"Export Value"	2010	0
"Malta"	134	"Wood Fuel"	"Import Quantity"	2010	25
"Malta"	134	"Wood Fuel"	"Import Value"	2010	59
"Malta"	134	"Wood Fuel"	"Production"	2010	0
"Martinique"	135	"Industrial Roundwood"	"Export Quantity"	2010	0
"Martinique"	135	"Industrial Roundwood"	"Export Value"	2010	0
"Martinique"	135	"Industrial Roundwood"	"Import Quantity"	2010	3100
"Martinique"	135	"Industrial Roundwood"	"Import Value"	2010	1140
"Martinique"	135	"Industrial Roundwood"	"Production"	2010	2410
"Martinique"	135	"Roundwood"	"Export Quantity"	2010	0
"Martinique"	135	"Roundwood"	"Export Value"	2010	0
"Martinique"	135	"Roundwood"	"Import Quantity"	2010	3100
"Martinique"	135	"Roundwood"	"Import Value"	2010	1140
"Martinique"	135	"Roundwood"	"Production"	2010	12410
"Martinique"	135	"Wood Fuel"	"Import Quantity"	2010	0
"Martinique"	135	"Wood Fuel"	"Import Value"	2010	0
"Martinique"	135	"Wood Fuel"	"Production"	2010	10000
"Mauritania"	136	"Industrial Roundwood"	"Export Quantity"	2010	314
"Mauritania"	136	"Industrial Roundwood"	"Export Value"	2010	103
"Mauritania"	136	"Industrial Roundwood"	"Import Quantity"	2010	18372
"Mauritania"	136	"Industrial Roundwood"	"Import Value"	2010	2828
"Mauritania"	136	"Industrial Roundwood"	"Production"	2010	3000
"Mauritania"	136	"Roundwood"	"Export Quantity"	2010	314
"Mauritania"	136	"Roundwood"	"Export Value"	2010	103
"Mauritania"	136	"Roundwood"	"Import Quantity"	2010	18372
"Mauritania"	136	"Roundwood"	"Import Value"	2010	2828
"Mauritania"	136	"Roundwood"	"Production"	2010	1839252
"Mauritania"	136	"Wood Fuel"	"Production"	2010	1836252
"Mauritius"	137	"Industrial Roundwood"	"Export Quantity"	2010	386
"Mauritius"	137	"Industrial Roundwood"	"Export Value"	2010	49
"Mauritius"	137	"Industrial Roundwood"	"Import Quantity"	2010	27432
"Mauritius"	137	"Industrial Roundwood"	"Import Value"	2010	5007
"Mauritius"	137	"Industrial Roundwood"	"Production"	2010	5000
"Mauritius"	137	"Roundwood"	"Export Quantity"	2010	391
"Mauritius"	137	"Roundwood"	"Export Value"	2010	50
"Mauritius"	137	"Roundwood"	"Import Quantity"	2010	27434
"Mauritius"	137	"Roundwood"	"Import Value"	2010	5009
"Mauritius"	137	"Roundwood"	"Production"	2010	14000
"Mauritius"	137	"Wood Fuel"	"Export Quantity"	2010	5
"Mauritius"	137	"Wood Fuel"	"Export Value"	2010	1
"Mauritius"	137	"Wood Fuel"	"Import Quantity"	2010	2
"Mauritius"	137	"Wood Fuel"	"Import Value"	2010	2
"Mauritius"	137	"Wood Fuel"	"Production"	2010	9000
"Mayotte"	270	"Industrial Roundwood"	"Production"	2010	150
"Mayotte"	270	"Roundwood"	"Production"	2010	26650
"Mayotte"	270	"Wood Fuel"	"Production"	2010	26500
"Mexico"	138	"Industrial Roundwood"	"Export Quantity"	2010	11734
"Mexico"	138	"Industrial Roundwood"	"Export Value"	2010	4946
"Mexico"	138	"Industrial Roundwood"	"Import Quantity"	2010	25664
"Mexico"	138	"Industrial Roundwood"	"Import Value"	2010	7031
"Mexico"	138	"Industrial Roundwood"	"Production"	2010	5041000
"Mexico"	138	"Roundwood"	"Export Quantity"	2010	20126
"Mexico"	138	"Roundwood"	"Export Value"	2010	5315
"Mexico"	138	"Roundwood"	"Import Quantity"	2010	25690
"Mexico"	138	"Roundwood"	"Import Value"	2010	7062
"Mexico"	138	"Roundwood"	"Production"	2010	43869976
"Mexico"	138	"Wood Fuel"	"Export Quantity"	2010	8392
"Mexico"	138	"Wood Fuel"	"Export Value"	2010	369
"Mexico"	138	"Wood Fuel"	"Import Quantity"	2010	26
"Mexico"	138	"Wood Fuel"	"Import Value"	2010	31
"Mexico"	138	"Wood Fuel"	"Production"	2010	38828976
"Micronesia (Federated States of)"	145	"Industrial Roundwood"	"Import Quantity"	2010	493
"Micronesia (Federated States of)"	145	"Industrial Roundwood"	"Import Value"	2010	32
"Micronesia (Federated States of)"	145	"Roundwood"	"Import Quantity"	2010	708
"Micronesia (Federated States of)"	145	"Roundwood"	"Import Value"	2010	41
"Micronesia (Federated States of)"	145	"Roundwood"	"Production"	2010	2444
"Micronesia (Federated States of)"	145	"Wood Fuel"	"Import Quantity"	2010	215
"Micronesia (Federated States of)"	145	"Wood Fuel"	"Import Value"	2010	9
"Micronesia (Federated States of)"	145	"Wood Fuel"	"Production"	2010	2444
"Mongolia"	141	"Industrial Roundwood"	"Export Quantity"	2010	1242
"Mongolia"	141	"Industrial Roundwood"	"Export Value"	2010	65
"Mongolia"	141	"Industrial Roundwood"	"Import Quantity"	2010	1075
"Mongolia"	141	"Industrial Roundwood"	"Import Value"	2010	104
"Mongolia"	141	"Industrial Roundwood"	"Production"	2010	49000
"Mongolia"	141	"Roundwood"	"Export Quantity"	2010	1242
"Mongolia"	141	"Roundwood"	"Export Value"	2010	65
"Mongolia"	141	"Roundwood"	"Import Quantity"	2010	1117
"Mongolia"	141	"Roundwood"	"Import Value"	2010	105
"Mongolia"	141	"Roundwood"	"Production"	2010	812361
"Mongolia"	141	"Wood Fuel"	"Export Quantity"	2010	0
"Mongolia"	141	"Wood Fuel"	"Export Value"	2010	0
"Mongolia"	141	"Wood Fuel"	"Import Quantity"	2010	42
"Mongolia"	141	"Wood Fuel"	"Import Value"	2010	1
"Mongolia"	141	"Wood Fuel"	"Production"	2010	763361
"Montenegro"	273	"Industrial Roundwood"	"Export Quantity"	2010	14458
"Montenegro"	273	"Industrial Roundwood"	"Export Value"	2010	1243
"Montenegro"	273	"Industrial Roundwood"	"Import Quantity"	2010	798
"Montenegro"	273	"Industrial Roundwood"	"Import Value"	2010	77
"Montenegro"	273	"Industrial Roundwood"	"Production"	2010	208001
"Montenegro"	273	"Roundwood"	"Export Quantity"	2010	21080
"Montenegro"	273	"Roundwood"	"Export Value"	2010	1585
"Montenegro"	273	"Roundwood"	"Import Quantity"	2010	4507
"Montenegro"	273	"Roundwood"	"Import Value"	2010	328
"Montenegro"	273	"Roundwood"	"Production"	2010	915001
"Montenegro"	273	"Wood Fuel"	"Export Quantity"	2010	6622
"Montenegro"	273	"Wood Fuel"	"Export Value"	2010	342
"Montenegro"	273	"Wood Fuel"	"Import Quantity"	2010	3709
"Montenegro"	273	"Wood Fuel"	"Import Value"	2010	251
"Montenegro"	273	"Wood Fuel"	"Production"	2010	707000
"Morocco"	143	"Industrial Roundwood"	"Export Quantity"	2010	3102
"Morocco"	143	"Industrial Roundwood"	"Export Value"	2010	323
"Morocco"	143	"Industrial Roundwood"	"Import Quantity"	2010	241272
"Morocco"	143	"Industrial Roundwood"	"Import Value"	2010	64579
"Morocco"	143	"Industrial Roundwood"	"Production"	2010	372100
"Morocco"	143	"Roundwood"	"Export Quantity"	2010	3107
"Morocco"	143	"Roundwood"	"Export Value"	2010	323
"Morocco"	143	"Roundwood"	"Import Quantity"	2010	241446
"Morocco"	143	"Roundwood"	"Import Value"	2010	64659
"Morocco"	143	"Roundwood"	"Production"	2010	7157789
"Morocco"	143	"Wood Fuel"	"Export Quantity"	2010	5
"Morocco"	143	"Wood Fuel"	"Export Value"	2010	0
"Morocco"	143	"Wood Fuel"	"Import Quantity"	2010	174
"Morocco"	143	"Wood Fuel"	"Import Value"	2010	80
"Morocco"	143	"Wood Fuel"	"Production"	2010	6785689
"Mozambique"	144	"Industrial Roundwood"	"Export Quantity"	2010	245782
"Mozambique"	144	"Industrial Roundwood"	"Export Value"	2010	103885
"Mozambique"	144	"Industrial Roundwood"	"Import Quantity"	2010	10783
"Mozambique"	144	"Industrial Roundwood"	"Import Value"	2010	1731
"Mozambique"	144	"Industrial Roundwood"	"Production"	2010	1416000
"Mozambique"	144	"Roundwood"	"Export Quantity"	2010	246087
"Mozambique"	144	"Roundwood"	"Export Value"	2010	103929
"Mozambique"	144	"Roundwood"	"Import Quantity"	2010	11334
"Mozambique"	144	"Roundwood"	"Import Value"	2010	1759
"Mozambique"	144	"Roundwood"	"Production"	2010	18140000
"Mozambique"	144	"Wood Fuel"	"Export Quantity"	2010	305
"Mozambique"	144	"Wood Fuel"	"Export Value"	2010	44
"Mozambique"	144	"Wood Fuel"	"Import Quantity"	2010	551
"Mozambique"	144	"Wood Fuel"	"Import Value"	2010	28
"Mozambique"	144	"Wood Fuel"	"Production"	2010	16724000
"Myanmar"	28	"Industrial Roundwood"	"Export Quantity"	2010	1864473
"Myanmar"	28	"Industrial Roundwood"	"Export Value"	2010	814189
"Myanmar"	28	"Industrial Roundwood"	"Import Quantity"	2010	0
"Myanmar"	28	"Industrial Roundwood"	"Import Value"	2010	0
"Myanmar"	28	"Industrial Roundwood"	"Production"	2010	4171000
"Myanmar"	28	"Roundwood"	"Export Quantity"	2010	1864492
"Myanmar"	28	"Roundwood"	"Export Value"	2010	814195
"Myanmar"	28	"Roundwood"	"Import Quantity"	2010	0
"Myanmar"	28	"Roundwood"	"Import Value"	2010	0
"Myanmar"	28	"Roundwood"	"Production"	2010	42457000
"Myanmar"	28	"Wood Fuel"	"Export Quantity"	2010	19
"Myanmar"	28	"Wood Fuel"	"Export Value"	2010	6
"Myanmar"	28	"Wood Fuel"	"Production"	2010	38286000
"Namibia"	147	"Industrial Roundwood"	"Export Quantity"	2010	2280
"Namibia"	147	"Industrial Roundwood"	"Export Value"	2010	443
"Namibia"	147	"Industrial Roundwood"	"Import Quantity"	2010	8465
"Namibia"	147	"Industrial Roundwood"	"Import Value"	2010	1655
"Namibia"	147	"Roundwood"	"Export Quantity"	2010	17381
"Namibia"	147	"Roundwood"	"Export Value"	2010	1579
"Namibia"	147	"Roundwood"	"Import Quantity"	2010	8589
"Namibia"	147	"Roundwood"	"Import Value"	2010	1696
"Namibia"	147	"Roundwood"	"Production"	2010	822024
"Namibia"	147	"Wood Fuel"	"Export Quantity"	2010	15101
"Namibia"	147	"Wood Fuel"	"Export Value"	2010	1136
"Namibia"	147	"Wood Fuel"	"Import Quantity"	2010	124
"Namibia"	147	"Wood Fuel"	"Import Value"	2010	41
"Namibia"	147	"Wood Fuel"	"Production"	2010	822024
"Nauru"	148	"Industrial Roundwood"	"Import Quantity"	2010	3
"Nauru"	148	"Industrial Roundwood"	"Import Value"	2010	1
"Nauru"	148	"Roundwood"	"Import Quantity"	2010	3
"Nauru"	148	"Roundwood"	"Import Value"	2010	1
"Nepal"	149	"Industrial Roundwood"	"Export Quantity"	2010	14
"Nepal"	149	"Industrial Roundwood"	"Export Value"	2010	81
"Nepal"	149	"Industrial Roundwood"	"Import Quantity"	2010	5
"Nepal"	149	"Industrial Roundwood"	"Import Value"	2010	2
"Nepal"	149	"Industrial Roundwood"	"Production"	2010	1260000
"Nepal"	149	"Roundwood"	"Export Quantity"	2010	14
"Nepal"	149	"Roundwood"	"Export Value"	2010	81
"Nepal"	149	"Roundwood"	"Import Quantity"	2010	18
"Nepal"	149	"Roundwood"	"Import Value"	2010	16
"Nepal"	149	"Roundwood"	"Production"	2010	13785685
"Nepal"	149	"Wood Fuel"	"Import Quantity"	2010	13
"Nepal"	149	"Wood Fuel"	"Import Value"	2010	14
"Nepal"	149	"Wood Fuel"	"Production"	2010	12525685
"Netherlands"	150	"Industrial Roundwood"	"Export Quantity"	2010	477300
"Netherlands"	150	"Industrial Roundwood"	"Export Value"	2010	36157
"Netherlands"	150	"Industrial Roundwood"	"Import Quantity"	2010	206500
"Netherlands"	150	"Industrial Roundwood"	"Import Value"	2010	25365
"Netherlands"	150	"Industrial Roundwood"	"Production"	2010	790593
"Netherlands"	150	"Roundwood"	"Export Quantity"	2010	509100
"Netherlands"	150	"Roundwood"	"Export Value"	2010	40495
"Netherlands"	150	"Roundwood"	"Import Quantity"	2010	236300
"Netherlands"	150	"Roundwood"	"Import Value"	2010	29410
"Netherlands"	150	"Roundwood"	"Production"	2010	1080593
"Netherlands"	150	"Wood Fuel"	"Export Quantity"	2010	31800
"Netherlands"	150	"Wood Fuel"	"Export Value"	2010	4338
"Netherlands"	150	"Wood Fuel"	"Import Quantity"	2010	29800
"Netherlands"	150	"Wood Fuel"	"Import Value"	2010	4045
"Netherlands"	150	"Wood Fuel"	"Production"	2010	290000
"Netherlands Antilles"	151	"Industrial Roundwood"	"Export Quantity"	2010	3
"Netherlands Antilles"	151	"Industrial Roundwood"	"Export Value"	2010	5
"Netherlands Antilles"	151	"Industrial Roundwood"	"Import Quantity"	2010	2100
"Netherlands Antilles"	151	"Industrial Roundwood"	"Import Value"	2010	354
"Netherlands Antilles"	151	"Roundwood"	"Export Quantity"	2010	3
"Netherlands Antilles"	151	"Roundwood"	"Export Value"	2010	5
"Netherlands Antilles"	151	"Roundwood"	"Import Quantity"	2010	2146
"Netherlands Antilles"	151	"Roundwood"	"Import Value"	2010	359
"Netherlands Antilles"	151	"Roundwood"	"Production"	2010	3317
"Netherlands Antilles"	151	"Wood Fuel"	"Import Quantity"	2010	46
"Netherlands Antilles"	151	"Wood Fuel"	"Import Value"	2010	5
"Netherlands Antilles"	151	"Wood Fuel"	"Production"	2010	3317
"New Caledonia"	153	"Industrial Roundwood"	"Export Quantity"	2010	694
"New Caledonia"	153	"Industrial Roundwood"	"Export Value"	2010	160
"New Caledonia"	153	"Industrial Roundwood"	"Import Quantity"	2010	1283
"New Caledonia"	153	"Industrial Roundwood"	"Import Value"	2010	523
"New Caledonia"	153	"Industrial Roundwood"	"Production"	2010	14700
"New Caledonia"	153	"Roundwood"	"Export Quantity"	2010	694
"New Caledonia"	153	"Roundwood"	"Export Value"	2010	160
"New Caledonia"	153	"Roundwood"	"Import Quantity"	2010	1284
"New Caledonia"	153	"Roundwood"	"Import Value"	2010	524
"New Caledonia"	153	"Roundwood"	"Production"	2010	26518
"New Caledonia"	153	"Wood Fuel"	"Import Quantity"	2010	1
"New Caledonia"	153	"Wood Fuel"	"Import Value"	2010	1
"New Caledonia"	153	"Wood Fuel"	"Production"	2010	11818
"New Zealand"	156	"Industrial Roundwood"	"Export Quantity"	2010	10745418
"New Zealand"	156	"Industrial Roundwood"	"Export Value"	2010	964248
"New Zealand"	156	"Industrial Roundwood"	"Import Quantity"	2010	2765
"New Zealand"	156	"Industrial Roundwood"	"Import Value"	2010	2945
"New Zealand"	156	"Industrial Roundwood"	"Production"	2010	21956000
"New Zealand"	156	"Roundwood"	"Export Quantity"	2010	10745528
"New Zealand"	156	"Roundwood"	"Export Value"	2010	964257
"New Zealand"	156	"Roundwood"	"Import Quantity"	2010	2779
"New Zealand"	156	"Roundwood"	"Import Value"	2010	2946
"New Zealand"	156	"Roundwood"	"Production"	2010	21956000
"New Zealand"	156	"Wood Fuel"	"Export Quantity"	2010	110
"New Zealand"	156	"Wood Fuel"	"Export Value"	2010	9
"New Zealand"	156	"Wood Fuel"	"Import Quantity"	2010	14
"New Zealand"	156	"Wood Fuel"	"Import Value"	2010	1
"New Zealand"	156	"Wood Fuel"	"Production"	2010	0
"Nicaragua"	157	"Industrial Roundwood"	"Export Quantity"	2010	5521
"Nicaragua"	157	"Industrial Roundwood"	"Export Value"	2010	639
"Nicaragua"	157	"Industrial Roundwood"	"Import Quantity"	2010	1708
"Nicaragua"	157	"Industrial Roundwood"	"Import Value"	2010	147
"Nicaragua"	157	"Industrial Roundwood"	"Production"	2010	202000
"Nicaragua"	157	"Roundwood"	"Export Quantity"	2010	6311
"Nicaragua"	157	"Roundwood"	"Export Value"	2010	756
"Nicaragua"	157	"Roundwood"	"Import Quantity"	2010	1715
"Nicaragua"	157	"Roundwood"	"Import Value"	2010	154
"Nicaragua"	157	"Roundwood"	"Production"	2010	6298562
"Nicaragua"	157	"Wood Fuel"	"Export Quantity"	2010	790
"Nicaragua"	157	"Wood Fuel"	"Export Value"	2010	117
"Nicaragua"	157	"Wood Fuel"	"Import Quantity"	2010	7
"Nicaragua"	157	"Wood Fuel"	"Import Value"	2010	7
"Nicaragua"	157	"Wood Fuel"	"Production"	2010	6096562
"Niger"	158	"Industrial Roundwood"	"Export Quantity"	2010	152
"Niger"	158	"Industrial Roundwood"	"Export Value"	2010	6
"Niger"	158	"Industrial Roundwood"	"Import Quantity"	2010	695
"Niger"	158	"Industrial Roundwood"	"Import Value"	2010	144
"Niger"	158	"Industrial Roundwood"	"Production"	2010	701000
"Niger"	158	"Roundwood"	"Export Quantity"	2010	152
"Niger"	158	"Roundwood"	"Export Value"	2010	6
"Niger"	158	"Roundwood"	"Import Quantity"	2010	695
"Niger"	158	"Roundwood"	"Import Value"	2010	144
"Niger"	158	"Roundwood"	"Production"	2010	3558000
"Niger"	158	"Wood Fuel"	"Production"	2010	2857000
"Nigeria"	159	"Industrial Roundwood"	"Export Quantity"	2010	69545
"Nigeria"	159	"Industrial Roundwood"	"Export Value"	2010	18834
"Nigeria"	159	"Industrial Roundwood"	"Import Quantity"	2010	54
